log,,,M1,,,,,M2,,,,,M3,,,,,M4,,,,,M5,,,,
22-Milano SE,BNI Bocconi,32,32,0,0,0,CHAPTER,33,1,0,0,CHAPTER,33,0,0,0,CHAPTER,32,0,1,0,CHAPTER,23,2,11,0,CHAPTER
22-Milano SE,BNI Bramante,,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP
22-Milano SE,BNI Brera Business,,0,0,0,10,CORE_GRUP,0,0,0,10,CORE_GRUP,0,0,0,10,CORE_GRUP,0,0,0,10,CORE_GRUP,0,0,0,10,CORE_GRUP
22-Milano SE,BNI Buenos Aires,27,26,0,1,0,CHAPTER,26,0,0,0,CHAPTER,26,0,0,0,CHAPTER,26,1,1,0,CHAPTER,26,1,1,0,CHAPTER
22-Milano SE,BNI Cernusco sul Naviglio,11,0,0,11,0,CHAPTER,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
22-Milano SE,BNI Città Studi,25,26,1,0,0,CHAPTER,26,0,0,0,CHAPTER,26,0,0,0,CHAPTER,25,0,1,0,CHAPTER,26,2,1,0,CHAPTER
22-Milano SE,BNI Duomo,26,25,0,1,0,CHAPTER,26,2,1,0,CHAPTER,26,0,0,0,CHAPTER,24,1,3,0,CHAPTER,25,1,0,0,CHAPTER
22-Milano SE,BNI Gorgonzola,28,27,0,1,0,CHAPTER,27,0,0,0,CHAPTER,27,0,0,0,CHAPTER,27,1,1,0,CHAPTER,25,1,3,0,CHAPTER
22-Milano SE,BNI I Valori,19,18,0,1,0,CHAPTER,18,0,0,0,CHAPTER,18,1,1,0,CHAPTER,18,1,1,0,CHAPTER,19,1,0,0,CHAPTER
22-Milano SE,BNI L'ora giusta,21,21,0,0,0,CHAPTER,21,0,0,0,CHAPTER,20,0,1,0,CHAPTER,20,0,0,0,CHAPTER,18,0,2,0,CHAPTER
22-Milano SE,BNI Lambro,22,25,3,0,0,CHAPTER,24,0,1,0,CHAPTER,24,0,0,0,CHAPTER,25,1,0,0,CHAPTER,25,0,0,0,CHAPTER
22-Milano SE,Bni Milano,,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP
22-Milano SE,BNI Milano Business Lunch,30,32,2,0,0,CHAPTER,31,1,2,0,CHAPTER,30,0,1,0,CHAPTER,28,0,2,0,CHAPTER,28,0,0,0,CHAPTER
22-Milano SE,BNI Orefici,32,33,1,0,0,CHAPTER,34,1,0,0,CHAPTER,33,0,1,0,CHAPTER,33,1,1,0,CHAPTER,34,1,0,0,CHAPTER
22-Milano SE,BNI Porta Venezia,,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP
22-Milano SE,BNI Primavera,18,18,1,1,0,CHAPTER,19,1,0,0,CHAPTER,17,0,2,0,CHAPTER,17,1,1,0,CHAPTER,18,1,0,0,CHAPTER
22-Milano SE,BNI Rosso di sera,25,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,24,0,1,0,CHAPTER
22-Milano SE,BNI Segrate,25,25,0,0,0,CHAPTER,27,2,0,0,CHAPTER,27,0,0,0,CHAPTER,26,0,1,0,CHAPTER,26,0,0,0,CHAPTER
22-Milano SE,BNI Trezzo d'Adda,,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP
23-Milano SO,BNI De Amicis,27,28,1,0,0,CHAPTER,28,0,0,0,CHAPTER,28,0,0,0,CHAPTER,28,0,0,0,CHAPTER,26,0,2,0,CHAPTER
23-Milano SO,BNI di Malta,29,30,1,0,0,CHAPTER,30,1,1,0,CHAPTER,28,0,2,0,CHAPTER,28,1,1,0,CHAPTER,30,2,0,0,CHAPTER
23-Milano SO,BNI F.I.G.O.,,37,38,1,0,CORE_GRUP,40,4,1,0,CHAPTER,38,0,2,0,CHAPTER,37,0,1,0,CHAPTER,37,1,1,0,CHAPTER
23-Milano SO,BNI La hora feliz,19,20,1,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER
23-Milano SO,BNI Leonardo,19,19,0,0,0,CHAPTER,15,0,4,0,CHAPTER,15,0,0,0,CHAPTER,15,0,0,0,CHAPTER,1,0,14,0,CHAPTER
23-Milano SO,BNI Madonnina,19,20,1,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER
23-Milano SO,BNI Palestro,18,17,2,3,0,CHAPTER,17,0,0,0,CHAPTER,18,1,0,0,CHAPTER,18,0,0,0,CHAPTER,17,0,1,0,CHAPTER
23-Milano SO,BNI Tagiura,,17,9,1,0,CORE_GRUP,17,0,0,0,CHAPTER,16,0,1,0,CHAPTER,18,2,0,0,CHAPTER,19,2,1,0,CHAPTER
23B-Milano Prov SO,BNI 4.0,,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP
23B-Milano Prov SO,BNI Beta,,,,,,,,,,,,,,,,,,,,,,23,24,1,0,CHAPTER
23B-Milano Prov SO,BNI Quintessenza,25,24,0,1,0,CHAPTER,24,0,0,0,CHAPTER,24,0,0,0,CHAPTER,24,0,0,0,CHAPTER,24,1,1,0,CHAPTER
23B-Milano Prov SO,BNI San Martino Magenta,35,35,0,0,0,CHAPTER,34,1,2,0,CHAPTER,34,0,0,0,CHAPTER,34,0,0,0,CHAPTER,34,0,0,0,CHAPTER
23B-Milano Prov SO,BNI Visconti,,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP
23B-Milano Prov SO,BNI Zingone,,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP
24-Monza Brianza,Alfa,,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP
24-Monza Brianza,BNI Alta Gamma,18,18,0,0,0,CHAPTER,18,0,0,0,CHAPTER,18,0,0,0,CHAPTER,20,2,0,0,CHAPTER,21,1,0,0,CHAPTER
24-Monza Brianza,BNI B-Est,36,38,2,0,0,CHAPTER,39,1,0,0,CHAPTER,37,0,2,0,CHAPTER,35,0,2,0,CHAPTER,35,0,0,0,CHAPTER
24-Monza Brianza,BNI Barbarossa,48,50,3,1,0,CHAPTER,51,1,0,0,CHAPTER,50,0,1,0,CHAPTER,48,0,2,0,CHAPTER,48,0,0,0,CHAPTER
24-Monza Brianza,BNI Blue Diamond,37,37,0,0,0,CHAPTER,39,2,0,0,CHAPTER,39,0,0,0,CHAPTER,39,0,0,0,CHAPTER,38,0,1,0,CHAPTER
24-Monza Brianza,BNI Borromeo,30,29,0,1,0,CHAPTER,30,1,0,0,CHAPTER,29,0,1,0,CHAPTER,26,0,3,0,CHAPTER,23,0,3,0,CHAPTER
24-Monza Brianza,BNI Brianza,18,18,0,0,0,CHAPTER,17,0,1,0,CHAPTER,17,0,0,0,CHAPTER,17,0,0,0,CHAPTER,17,0,0,0,CHAPTER
24-Monza Brianza,BNI Ercole,24,23,0,1,0,CHAPTER,27,4,0,0,CHAPTER,26,0,1,0,CHAPTER,24,0,2,0,CHAPTER,25,1,0,0,CHAPTER
24-Monza Brianza,BNI Le Fornaci,,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP
24-Monza Brianza,BNI Monza Centro,21,19,0,2,0,CHAPTER,22,3,0,0,CHAPTER,23,1,0,0,CHAPTER,21,0,2,0,CHAPTER,22,1,0,0,CHAPTER
24-Monza Brianza,BNI Teodolinda,24,26,2,0,0,CHAPTER,24,1,3,0,CHAPTER,25,1,0,0,CHAPTER,24,0,1,0,CHAPTER,24,0,0,0,CHAPTER
24-Monza Brianza,Buonarroti,,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP
25-Varese,BNI AdSextum,,0,0,0,22,CORE_GRUP,0,0,0,22,CORE_GRUP,0,0,0,22,CORE_GRUP,0,0,0,22,CORE_GRUP,0,0,0,22,CORE_GRUP
25-Varese,BNI Alfredo Binda,35,38,3,0,0,CHAPTER,40,2,0,0,CHAPTER,40,1,1,0,CHAPTER,40,0,0,0,CHAPTER,41,1,0,0,CHAPTER
25-Varese,BNI Broletto,31,31,0,0,0,CHAPTER,32,1,0,0,CHAPTER,31,0,1,0,CHAPTER,31,0,0,0,CHAPTER,31,0,0,0,CHAPTER
25-Varese,BNI Castello,35,34,0,1,0,CHAPTER,34,0,0,0,CHAPTER,34,0,0,0,CHAPTER,33,0,1,0,CHAPTER,33,0,0,0,CHAPTER
25-Varese,BNI Frera,,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP,0,0,0,11,CORE_GRUP
25-Varese,BNI Gallo Rosso,20,23,3,0,0,CHAPTER,25,2,0,0,CHAPTER,23,0,2,0,CHAPTER,23,0,0,0,CHAPTER,23,0,0,0,CHAPTER
25-Varese,BNI Giardino,24,24,0,0,0,CHAPTER,23,0,1,0,CHAPTER,21,0,2,0,CHAPTER,22,1,0,0,CHAPTER,23,1,0,0,CHAPTER
25-Varese,BNI La Rondine,20,20,0,0,0,CHAPTER,8,0,12,0,CHAPTER,7,0,1,0,CHAPTER,3,0,4,0,CHAPTER,3,0,0,0,CHAPTER
25-Varese,BNI MatchPoint,,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP
25-Varese,BNI Risorgimento (Seprio),16,16,0,0,0,CHAPTER,23,8,1,0,CHAPTER,23,0,0,0,CHAPTER,19,0,4,0,CHAPTER,19,0,0,0,CHAPTER
25-Varese,BNI Sacro Monte,51,51,0,0,0,CHAPTER,51,0,0,0,CHAPTER,46,0,5,0,CHAPTER,49,3,0,0,CHAPTER,49,1,1,0,CHAPTER
25-Varese,BNI Valceresio,,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP
26-Lombardia N,BNI Alta Brianza,33,37,4,0,0,CHAPTER,37,0,0,0,CHAPTER,37,0,0,0,CHAPTER,32,0,5,0,CHAPTER,29,0,3,0,CHAPTER
26-Lombardia N,BNI Breva e Tivano,22,28,6,0,0,CHAPTER,28,0,0,0,CHAPTER,28,0,0,0,CHAPTER,28,1,1,0,CHAPTER,26,0,2,0,CHAPTER
26-Lombardia N,BNI Cantù Galliano,26,24,1,3,0,CHAPTER,23,0,1,0,CHAPTER,23,0,0,0,CHAPTER,23,0,0,0,CHAPTER,22,0,1,0,CHAPTER
26-Lombardia N,BNI Como Uno,39,39,1,1,0,CHAPTER,38,0,1,0,CHAPTER,35,0,3,0,CHAPTER,33,0,2,0,CHAPTER,32,0,1,0,CHAPTER
26-Lombardia N,BNI Convivio,,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP
26-Lombardia N,BNI Erba1,32,32,0,0,0,CHAPTER,32,0,0,0,CHAPTER,33,1,0,0,CHAPTER,34,1,0,0,CHAPTER,33,0,1,0,CHAPTER
26-Lombardia N,BNI Gaudenzia,22,22,0,0,0,CHAPTER,22,0,0,0,CHAPTER,22,0,0,0,CHAPTER,22,0,0,0,CHAPTER,24,2,0,0,CHAPTER
26-Lombardia N,BNI Guzzi,,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP
26-Lombardia N,BNI Insubria,29,28,1,2,0,CHAPTER,29,1,0,0,CHAPTER,28,0,1,0,CHAPTER,28,0,0,0,CHAPTER,25,0,3,0,CHAPTER
26-Lombardia N,BNI Legnone,37,38,1,0,0,CHAPTER,36,0,2,0,CHAPTER,33,0,3,0,CHAPTER,0,0,33,0,CORE_GRUP,,,,,
26-Lombardia N,BNI Manzoni,30,31,2,1,0,CHAPTER,32,1,0,0,CHAPTER,31,1,2,0,CHAPTER,31,0,0,0,CHAPTER,30,0,1,0,CHAPTER
26-Lombardia N,BNI Mariano Comense,31,32,1,0,0,CHAPTER,30,0,2,0,CHAPTER,30,1,1,0,CHAPTER,29,0,1,0,CHAPTER,29,0,0,0,CHAPTER
26-Lombardia N,BNI Merate,32,32,1,1,0,CHAPTER,33,1,0,0,CHAPTER,32,0,1,0,CHAPTER,30,0,2,0,CHAPTER,30,0,0,0,CHAPTER
26-Lombardia N,BNI Quasar 2.0,38,36,0,2,0,CHAPTER,35,0,1,0,CHAPTER,34,0,1,0,CHAPTER,35,1,0,0,CHAPTER,35,0,0,0,CHAPTER
26-Lombardia N,BNI Resegone,40,42,3,1,0,CHAPTER,43,1,0,0,CHAPTER,42,0,1,0,CHAPTER,41,0,1,0,CHAPTER,40,0,1,0,CHAPTER
26-Lombardia N,BNI Sirio,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
26-Lombardia N,BNI Sondrio,26,26,0,0,0,CHAPTER,0,1,27,0,CORE_GRUP,,,,,,,,,,,,,,,
26-Lombardia N,BNI Totem,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
26-Lombardia N,BNI Valchiavenna,25,25,0,0,0,CHAPTER,23,0,2,0,CHAPTER,21,0,2,0,CHAPTER,19,0,2,0,CHAPTER,20,1,0,0,CHAPTER
26-Lombardia N,BNI Valsassina,,,,,,,,,,,,,,,,,18,18,0,0,CHAPTER,19,1,0,0,CHAPTER
26-Lombardia N,BNI Valtellina,43,43,0,0,0,CHAPTER,43,0,0,0,CHAPTER,41,0,2,0,CHAPTER,37,0,4,0,CHAPTER,39,2,0,0,CHAPTER
26-Lombardia N,BNI Volta,40,41,2,1,0,CHAPTER,43,2,0,0,CHAPTER,43,0,0,0,CHAPTER,39,0,4,0,CHAPTER,37,0,2,0,CHAPTER
27-Lombardia S,BNI Cremona Amici Miei,48,50,2,0,0,CHAPTER,51,2,1,0,CHAPTER,48,2,5,0,CHAPTER,49,2,1,0,CHAPTER,49,1,1,0,CHAPTER
27-Lombardia S,BNI Da Vinci,28,27,1,2,0,CHAPTER,26,0,1,0,CHAPTER,25,1,2,0,CHAPTER,27,2,0,0,CHAPTER,28,1,0,0,CHAPTER
27-Lombardia S,BNI Galileo,47,47,0,0,0,CHAPTER,47,0,0,0,CHAPTER,46,0,1,0,CHAPTER,45,1,2,0,CHAPTER,46,1,0,0,CHAPTER
27-Lombardia S,BNI I Militi,24,25,1,0,0,CHAPTER,25,1,1,0,CHAPTER,26,1,0,0,CHAPTER,26,0,0,0,CHAPTER,31,5,0,0,CHAPTER
27-Lombardia S,BNI Il Ferrante,,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP
27-Lombardia S,BNI La Tavola Rotonda,24,22,1,3,0,CHAPTER,1,0,21,0,CHAPTER,20,19,0,0,CHAPTER,19,0,1,0,CHAPTER,20,1,0,0,CHAPTER
27-Lombardia S,BNI Ticinum,52,51,0,1,0,CHAPTER,51,0,0,0,CHAPTER,52,1,0,0,CHAPTER,52,0,0,0,CHAPTER,53,2,1,0,CHAPTER
27-Lombardia S,BNI Zelante,,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP
27-Lombardia S,Gutturnio,,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP
27-Lombardia S,SantaLucia,,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP
28-Bergamo,BNI Arlecchino,36,35,1,2,0,CHAPTER,34,0,1,0,CHAPTER,34,0,0,0,CHAPTER,33,0,1,0,CHAPTER,33,1,1,0,CHAPTER
28-Bergamo,BNI Bartolomeo Colleoni,25,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,26,1,0,0,CHAPTER,15,0,11,0,CHAPTER,22,11,4,0,CHAPTER
28-Bergamo,BNI Francesco Nullo,28,29,1,0,0,CHAPTER,30,2,1,0,CHAPTER,30,0,0,0,CHAPTER,25,1,6,0,CHAPTER,25,1,1,0,CHAPTER
28-Bergamo,BNI Giulio Natta,32,32,1,1,0,CHAPTER,34,2,0,0,CHAPTER,33,0,1,0,CHAPTER,31,0,2,0,CHAPTER,32,3,2,0,CHAPTER
28-Bergamo,BNI Isola,31,31,0,0,0,CHAPTER,32,1,0,0,CHAPTER,33,1,0,0,CHAPTER,32,0,1,0,CHAPTER,33,1,0,0,CHAPTER
28-Bergamo,BNI Lorenzo Lotto,,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP
28-Bergamo,BNI Manzù,32,33,1,0,0,CHAPTER,35,2,0,0,CHAPTER,35,0,0,0,CHAPTER,34,1,2,0,CHAPTER,33,0,1,0,CHAPTER
28-Bergamo,BNI Mille,,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP
28-Bergamo,BNI Moroni di Albino,43,44,1,0,0,CHAPTER,45,3,2,0,CHAPTER,42,0,3,0,CHAPTER,43,6,5,0,CHAPTER,44,1,0,0,CHAPTER
28-Bergamo,BNI Olmi,19,19,0,0,0,CHAPTER,21,2,0,0,CHAPTER,21,0,0,0,CHAPTER,21,0,0,0,CHAPTER,22,2,1,0,CHAPTER
28-Bergamo,BNI Quarenghi,,,,,,,24,24,0,0,CHAPTER,24,0,0,0,CHAPTER,26,2,0,0,CHAPTER,27,1,0,0,CHAPTER
28-Bergamo,BNI Santa Caterina,16,18,2,0,0,CHAPTER,18,0,0,0,CHAPTER,17,0,1,0,CHAPTER,15,1,3,0,CHAPTER,16,1,0,0,CHAPTER
29-Brescia,BNI Bassa Bresciana,56,57,1,0,0,CHAPTER,55,1,3,0,CHAPTER,55,0,0,0,CHAPTER,56,1,0,0,CHAPTER,56,1,1,0,CHAPTER
29-Brescia,BNI Basso Garda,,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP,0,0,0,15,CORE_GRUP
29-Brescia,BNI Castello,36,36,0,0,0,CHAPTER,33,0,3,0,CHAPTER,33,0,0,0,CHAPTER,30,0,3,0,CHAPTER,30,0,0,0,CHAPTER
29-Brescia,BNI Colli Morenici,27,26,0,1,0,CHAPTER,25,1,2,0,CHAPTER,25,0,0,0,CHAPTER,23,0,2,0,CHAPTER,23,0,0,0,CHAPTER
29-Brescia,BNI Desenzano del Garda,35,35,2,2,0,CHAPTER,37,4,2,0,CHAPTER,37,0,0,0,CHAPTER,36,0,1,0,CHAPTER,36,0,0,0,CHAPTER
29-Brescia,BNI Fascia d'Oro,22,21,1,2,0,CHAPTER,22,1,0,0,CHAPTER,22,0,0,0,CHAPTER,22,1,1,0,CHAPTER,23,1,0,0,CHAPTER
29-Brescia,BNI Franciacorta,31,32,1,0,0,CHAPTER,32,0,0,0,CHAPTER,30,1,3,0,CHAPTER,28,0,2,0,CHAPTER,28,0,0,0,CHAPTER
29-Brescia,BNI Iseo,23,23,0,0,0,CHAPTER,24,1,0,0,CHAPTER,24,0,0,0,CHAPTER,23,0,1,0,CHAPTER,21,0,2,0,CHAPTER
29-Brescia,BNI La Loggia,39,43,4,0,0,CHAPTER,42,0,1,0,CHAPTER,41,0,1,0,CHAPTER,43,2,0,0,CHAPTER,44,2,1,0,CHAPTER
29-Brescia,BNI Leonessa,23,22,0,1,0,CHAPTER,25,5,2,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER
29-Brescia,BNI Lugana,27,24,0,3,0,CHAPTER,24,1,1,0,CHAPTER,24,0,0,0,CHAPTER,21,0,3,0,CHAPTER,20,1,2,0,CHAPTER
29-Brescia,BNI Maddalena,35,36,2,1,0,CHAPTER,34,0,2,0,CHAPTER,34,0,0,0,CHAPTER,34,1,1,0,CHAPTER,33,0,1,0,CHAPTER
29-Brescia,BNI Mille Miglia,30,31,1,0,0,CHAPTER,31,0,0,0,CHAPTER,31,0,0,0,CHAPTER,32,1,0,0,CHAPTER,32,0,0,0,CHAPTER
29-Brescia,BNI Montorfano,25,26,1,0,0,CHAPTER,24,0,2,0,CHAPTER,22,0,2,0,CHAPTER,22,0,0,0,CHAPTER,22,0,0,0,CHAPTER
29-Brescia,BNI Salo',22,22,1,1,0,CHAPTER,21,1,2,0,CHAPTER,21,0,0,0,CHAPTER,20,0,1,0,CHAPTER,20,1,1,0,CHAPTER
29-Brescia,BNI San Bartolomeo,23,24,1,0,0,CHAPTER,25,1,0,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,24,0,1,0,CHAPTER
29-Brescia,BNI Santa Giulia,29,27,0,2,0,CHAPTER,26,1,2,0,CHAPTER,26,0,0,0,CHAPTER,24,0,2,0,CHAPTER,25,2,1,0,CHAPTER
29-Brescia,BNI Vittoria Alata,21,21,0,0,0,CHAPTER,22,2,1,0,CHAPTER,22,0,0,0,CHAPTER,22,1,1,0,CHAPTER,17,0,5,0,CHAPTER
31-Verona,BNI Adige,27,28,1,0,0,CHAPTER,29,1,0,0,CHAPTER,31,2,0,0,CHAPTER,34,5,2,0,CHAPTER,34,0,0,0,CHAPTER
31-Verona,BNI Arena,29,25,0,4,0,CHAPTER,25,2,2,0,CHAPTER,24,0,1,0,CHAPTER,26,2,0,0,CHAPTER,26,2,2,0,CHAPTER
31-Verona,BNI Borgo Libero,17,18,2,1,0,CHAPTER,18,0,0,0,CHAPTER,17,0,1,0,CHAPTER,0,0,17,0,CORE_GRUP,,,,,
31-Verona,BNI La Fortezza,28,27,1,2,0,CHAPTER,31,4,0,0,CHAPTER,31,1,1,0,CHAPTER,32,3,2,0,CHAPTER,32,1,1,0,CHAPTER
31-Verona,BNI Salieri,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,21,21,0,0,CHAPTER,20,0,1,0,CHAPTER,21,2,1,0,CHAPTER
31-Verona,BNI Scaligero,24,22,0,2,0,CHAPTER,22,0,0,0,CHAPTER,20,1,3,0,CHAPTER,18,1,3,0,CHAPTER,18,0,0,0,CHAPTER
31-Verona,BNI Valpolicella,20,22,3,1,0,CHAPTER,23,1,0,0,CHAPTER,25,2,0,0,CHAPTER,31,6,0,0,CHAPTER,30,0,1,0,CHAPTER
31-Verona,Cangrande,,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP
32-Vicenza,BNI 7 Comuni,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
32-Vicenza,BNI Barbarigo,25,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,28,3,0,0,CHAPTER,28,0,0,0,CHAPTER,29,1,0,0,CHAPTER
