log,,,M1,,,,,M2,,,,,M3,,,,,M4,,,,,M5,,,,
32-Vicenza,BNI Bellaguardia,26,25,0,1,0,CHAPTER,26,1,0,0,CHAPTER,26,0,0,0,CHAPTER,22,0,4,0,CHAPTER,21,0,1,0,CHAPTER
32-Vicenza,BNI Dueville,,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP
32-Vicenza,BNI Montegrappa,19,18,0,1,0,CHAPTER,19,1,0,0,CHAPTER,16,0,3,0,CHAPTER,17,2,1,0,CHAPTER,17,0,0,0,CHAPTER
32-Vicenza,BNI Olimpico,,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP
32-Vicenza,BNI Palladio,32,34,2,0,0,CHAPTER,34,0,0,0,CHAPTER,34,0,0,0,CHAPTER,38,4,0,0,CHAPTER,39,1,0,0,CHAPTER
32-Vicenza,BNI Pasubio,21,20,0,1,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER,19,0,1,0,CHAPTER,18,0,1,0,CHAPTER
32-Vicenza,BNI Ponte Vecchio,18,18,0,0,0,CHAPTER,18,0,0,0,CHAPTER,15,0,3,0,CHAPTER,15,0,0,0,CHAPTER,15,0,0,0,CHAPTER
32-Vicenza,BNI Prospettiva,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
32-Vicenza,BNI Thiene,24,24,0,0,0,CHAPTER,25,1,0,0,CHAPTER,24,0,1,0,CHAPTER,25,1,2,0,CHAPTER,26,1,0,0,CHAPTER
33-Padova Rovigo,BNI Bersaglieri,30,31,2,1,0,CHAPTER,28,0,3,0,CHAPTER,28,1,1,0,CHAPTER,18,1,11,0,CHAPTER,23,5,0,0,CHAPTER
33-Padova Rovigo,BNI Breda,18,19,1,0,0,CHAPTER,18,0,1,0,CHAPTER,,,,,,0,0,18,0,CORE_GRUP,,,,,
33-Padova Rovigo,BNI Medoacus,,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP
33-Padova Rovigo,BNI Mirabile,,0,0,0,21,CORE_GRUP,0,0,0,21,CORE_GRUP,0,0,0,21,CORE_GRUP,0,0,0,21,CORE_GRUP,0,0,0,21,CORE_GRUP
33-Padova Rovigo,BNI Mister,,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP
33-Padova Rovigo,BNI Prato Della Valle,24,23,1,2,0,CHAPTER,25,2,0,0,CHAPTER,26,1,0,0,CHAPTER,25,1,2,0,CHAPTER,26,1,0,0,CHAPTER
33-Padova Rovigo,BNI Roverella,,0,0,0,6,CORE_GRUP,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP,0,0,0,7,CORE_GRUP
33-Padova Rovigo,BNI Scrovegni,28,29,1,0,0,CHAPTER,28,0,1,0,CHAPTER,30,2,0,0,CHAPTER,30,0,0,0,CHAPTER,33,3,0,0,CHAPTER
33-Padova Rovigo,BNI Serenissima,22,22,0,0,0,CHAPTER,20,0,2,0,CHAPTER,21,1,0,0,CHAPTER,22,2,1,0,CHAPTER,23,2,1,0,CHAPTER
33-Padova Rovigo,BNI Spritz,40,40,0,0,0,CHAPTER,38,0,2,0,CHAPTER,38,0,0,0,CHAPTER,38,3,3,0,CHAPTER,39,1,0,0,CHAPTER
34-Venezia,BNI Arsenale,,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP
34-Venezia,BNI I Do Mori,34,33,1,2,0,CHAPTER,32,0,1,0,CHAPTER,33,1,0,0,CHAPTER,36,3,0,0,CHAPTER,38,3,1,0,CHAPTER
34-Venezia,BNI Il Leone di San Marco,37,34,1,4,0,CHAPTER,33,0,1,0,CHAPTER,30,0,3,0,CHAPTER,32,3,1,0,CHAPTER,33,1,0,0,CHAPTER
34-Venezia,BNI La Sorgente,,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP,0,0,0,3,CORE_GRUP
34-Venezia,BNI Lidi dei Dogi,37,36,0,1,0,CHAPTER,37,1,0,0,CHAPTER,37,0,0,0,CHAPTER,36,0,1,0,CHAPTER,33,2,5,0,CHAPTER
34-Venezia,BNI Marco Polo,30,33,3,0,0,CHAPTER,34,1,0,0,CHAPTER,31,0,3,0,CHAPTER,30,0,1,0,CHAPTER,25,0,5,0,CHAPTER
34-Venezia,BNI Riviera del Brenta,,,,,,,,,,,,29,29,0,0,CHAPTER,32,3,0,0,CHAPTER,38,6,0,0,CHAPTER
35-Treviso Belluno,BNI Belluno Dolomiti,26,28,2,0,0,CHAPTER,28,0,0,0,CHAPTER,28,0,0,0,CHAPTER,26,0,2,0,CHAPTER,26,0,0,0,CHAPTER
35-Treviso Belluno,BNI Cima,36,37,1,0,0,CHAPTER,37,0,0,0,CHAPTER,37,0,0,0,CHAPTER,38,1,0,0,CHAPTER,40,2,0,0,CHAPTER
35-Treviso Belluno,BNI Col di Dante,,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP
35-Treviso Belluno,BNI Giorgione,,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP
35-Treviso Belluno,BNI Marca,,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP,0,0,0,1,CORE_GRUP
35-Treviso Belluno,BNI Opera,,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP,0,0,0,4,CORE_GRUP
35-Treviso Belluno,BNI Piazza del Grano,30,31,1,0,0,CHAPTER,32,1,0,0,CHAPTER,31,0,1,0,CHAPTER,32,1,0,0,CHAPTER,33,1,0,0,CHAPTER
35-Treviso Belluno,BNI Prosecco,24,24,2,2,0,CHAPTER,24,1,1,0,CHAPTER,23,0,1,0,CHAPTER,22,0,1,0,CHAPTER,23,1,0,0,CHAPTER
35-Treviso Belluno,BNI Vi.Ve.,,0,0,0,19,CORE_GRUP,0,0,0,19,CORE_GRUP,0,0,0,19,CORE_GRUP,0,0,0,19,CORE_GRUP,0,0,0,19,CORE_GRUP
35-Treviso Belluno,BNI Virtus,,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP
36-Trentino Alto Adige,BNI Delicius,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
36-Trentino Alto Adige,BNI Gala,25,24,0,1,0,CHAPTER,22,1,3,0,CHAPTER,22,0,0,0,CHAPTER,20,1,3,0,CHAPTER,21,1,0,0,CHAPTER
36-Trentino Alto Adige,BNI Golden,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
36-Trentino Alto Adige,BNI Grafensteiner,36,35,0,1,0,CHAPTER,36,1,0,0,CHAPTER,36,0,0,0,CHAPTER,35,0,1,0,CHAPTER,35,0,0,0,CHAPTER
36-Trentino Alto Adige,BNI Jonagold,28,28,0,0,0,CHAPTER,28,0,0,0,CHAPTER,28,1,1,0,CHAPTER,28,0,0,0,CHAPTER,28,1,1,0,CHAPTER
36-Trentino Alto Adige,BNI Morgenduft,15,15,1,1,0,CHAPTER,16,1,0,0,CHAPTER,16,0,0,0,CHAPTER,15,0,1,0,CHAPTER,15,0,0,0,CHAPTER
36-Trentino Alto Adige,BNI Pinova,33,31,1,3,0,CHAPTER,29,0,2,0,CHAPTER,27,1,3,0,CHAPTER,25,0,2,0,CHAPTER,24,1,2,0,CHAPTER
36-Trentino Alto Adige,BNI Red,20,21,1,0,0,CHAPTER,22,1,,0,CHAPTER,21,0,1,0,CHAPTER,21,0,0,0,CHAPTER,20,0,1,0,CHAPTER
36-Trentino Alto Adige,BNI Renetta,57,56,0,1,0,CHAPTER,54,1,3,0,CHAPTER,54,1,1,0,CHAPTER,53,0,1,0,CHAPTER,51,1,3,0,CHAPTER
36-Trentino Alto Adige,BNI Stark,,,,,,,,,,,,27,27,0,0,CHAPTER,27,0,0,0,CHAPTER,26,0,1,0,CHAPTER
36-Trentino Alto Adige,BNI Topaz,,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP
38-Friuli Venezia Giulia,BNI Astra,20,19,0,1,0,CHAPTER,19,0,0,0,CHAPTER,0,0,19,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
38-Friuli Venezia Giulia,BNI Bora 181,,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP
38-Friuli Venezia Giulia,BNI Fenice,38,35,2,3,0,CHAPTER,38,3,0,0,CHAPTER,38,1,1,0,CHAPTER,39,2,1,0,CHAPTER,38,0,1,0,CHAPTER
38-Friuli Venezia Giulia,BNI Fuarce,28,26,0,2,0,CHAPTER,25,0,1,0,CHAPTER,26,2,1,0,CHAPTER,28,2,0,0,CHAPTER,24,0,4,0,CHAPTER
38-Friuli Venezia Giulia,BNI Gheppio,27,28,2,1,0,CHAPTER,28,1,1,0,CHAPTER,28,1,1,0,CHAPTER,29,1,0,0,CHAPTER,30,2,1,0,CHAPTER
38-Friuli Venezia Giulia,BNI Lemene,24,24,0,0,0,CHAPTER,22,0,2,0,CHAPTER,22,1,1,0,CHAPTER,22,0,0,0,CHAPTER,22,0,0,0,CHAPTER
38-Friuli Venezia Giulia,BNI Livenza,35,35,1,1,0,CHAPTER,36,1,0,0,CHAPTER,36,0,0,0,CHAPTER,32,0,4,0,CHAPTER,31,1,2,0,CHAPTER
38-Friuli Venezia Giulia,BNI Naonis,43,43,1,1,0,CHAPTER,45,2,0,0,CHAPTER,45,0,0,0,CHAPTER,45,0,0,0,CHAPTER,48,3,0,0,CHAPTER
38-Friuli Venezia Giulia,BNI Pro Futura,32,34,2,0,0,CHAPTER,32,0,2,0,CHAPTER,33,1,0,0,CHAPTER,32,0,1,0,CHAPTER,33,2,1,0,CHAPTER
38-Friuli Venezia Giulia,BNI Tagliamento,,0,0,0,14,CORE_GRUP,0,0,0,14,CORE_GRUP,0,0,0,14,CORE_GRUP,0,0,0,14,CORE_GRUP,0,0,0,14,CORE_GRUP
38-Friuli Venezia Giulia,BNI Victoria,29,30,1,0,0,CHAPTER,31,1,0,0,CHAPTER,31,0,0,0,CHAPTER,30,1,2,0,CHAPTER,31,1,0,0,CHAPTER
41-Modena Mantova,BNI Alberto Pio,39,40,1,0,0,CHAPTER,40,0,0,0,CHAPTER,40,0,0,0,CHAPTER,39,0,1,0,CHAPTER,39,1,1,0,CHAPTER
41-Modena Mantova,BNI Bugatti,24,24,0,0,0,CHAPTER,22,0,2,0,CHAPTER,23,1,0,0,CHAPTER,22,1,2,0,CHAPTER,20,0,2,0,CHAPTER
41-Modena Mantova,BNI Castiglione,22,23,1,0,0,CHAPTER,21,0,2,0,CHAPTER,19,1,3,0,CHAPTER,19,1,1,0,CHAPTER,20,2,1,0,CHAPTER
41-Modena Mantova,BNI Estense,32,35,3,0,0,CHAPTER,37,2,0,0,CHAPTER,38,1,0,0,CHAPTER,39,1,0,0,CHAPTER,41,2,0,0,CHAPTER
41-Modena Mantova,BNI Gonzaga,55,55,2,2,0,CHAPTER,57,3,1,0,CHAPTER,56,1,2,0,CHAPTER,54,0,2,0,CHAPTER,54,1,1,0,CHAPTER
41-Modena Mantova,BNI Lamborghini,42,41,0,1,0,CHAPTER,40,1,2,0,CHAPTER,39,0,1,0,CHAPTER,38,1,2,0,CHAPTER,36,0,2,0,CHAPTER
41-Modena Mantova,BNI Pico Della Mirandola,65,65,0,0,0,CHAPTER,67,2,0,0,CHAPTER,67,0,0,0,CHAPTER,66,0,1,0,CHAPTER,65,3,4,0,CHAPTER
41-Modena Mantova,BNI Piero Gigli,,,,,,,37,37,0,0,CHAPTER,41,4,0,0,CHAPTER,45,5,1,0,CHAPTER,45,0,0,0,CHAPTER
41-Modena Mantova,BNI Rigoletto,45,46,1,0,0,CHAPTER,45,0,1,0,CHAPTER,39,0,6,0,CHAPTER,39,0,0,0,CHAPTER,34,0,5,0,CHAPTER
41-Modena Mantova,BNI San Giorgio,49,49,0,0,0,CHAPTER,48,0,1,0,CHAPTER,42,0,6,0,CHAPTER,42,1,1,0,CHAPTER,41,1,2,0,CHAPTER
41-Modena Mantova,BNI Saxolum,36,36,1,1,,CHAPTER,34,0,2,0,CHAPTER,27,0,7,0,CHAPTER,27,1,1,0,CHAPTER,28,1,0,0,CHAPTER
42-Emilia Ovest,BNI 2 BE,,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP,0,0,0,9,CORE_GRUP
42-Emilia Ovest,BNI Antonio Allegri,27,27,1,1,0,CHAPTER,27,0,0,0,CHAPTER,24,0,3,0,CHAPTER,23,0,1,0,CHAPTER,23,0,0,0,CHAPTER
42-Emilia Ovest,BNI Corte Herberia,,,,,,,,,,,,,,,,,,,,,,19,19,0,0,CHAPTER
42-Emilia Ovest,BNI DIAMANTE,97,95,4,6,0,CHAPTER,97,2,0,0,CHAPTER,85,1,13,0,CHAPTER,60,4,29,0,CHAPTER,64,5,1,0,CHAPTER
42-Emilia Ovest,BNI Ducale,34,34,0,0,0,CHAPTER,34,0,0,0,CHAPTER,32,0,2,0,CHAPTER,33,1,0,0,CHAPTER,33,0,0,0,CHAPTER
42-Emilia Ovest,BNI I Collegati,,,,,,,,,,,,,,,,,,,,,,28,28,0,0,CHAPTER
42-Emilia Ovest,BNI La Pilotta,32,33,2,1,0,CHAPTER,33,0,0,0,CHAPTER,32,1,2,0,CHAPTER,32,0,0,0,CHAPTER,30,1,3,0,CHAPTER
42-Emilia Ovest,BNI La Reggia di Colorno,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
42-Emilia Ovest,BNI La Rocca,46,45,0,1,0,CHAPTER,46,1,0,0,CHAPTER,44,0,2,0,CHAPTER,44,1,1,0,CHAPTER,43,0,1,0,CHAPTER
42-Emilia Ovest,BNI Maria Luigia,35,38,2,0,0,CHAPTER,39,1,0,0,CHAPTER,38,0,1,0,CHAPTER,36,0,2,0,CHAPTER,36,1,1,0,CHAPTER
42-Emilia Ovest,BNI Matilde di Canossa,46,45,1,2,0,CHAPTER,45,0,0,0,CHAPTER,43,0,2,0,CHAPTER,44,1,0,0,CHAPTER,40,3,7,0,CHAPTER
42-Emilia Ovest,BNI Petitot,29,31,2,0,0,CHAPTER,35,4,0,0,CHAPTER,37,2,0,0,CHAPTER,36,0,1,0,CHAPTER,35,0,1,0,CHAPTER
42-Emilia Ovest,BNI Spallanzani,32,25,0,7,0,CHAPTER,26,1,0,0,CHAPTER,27,1,0,0,CHAPTER,27,0,0,0,CHAPTER,29,2,0,0,CHAPTER
42-Emilia Ovest,BNI Tricolore,23,22,2,3,0,CHAPTER,22,0,0,0,CHAPTER,21,0,1,0,CHAPTER,21,0,0,0,CHAPTER,22,1,0,0,CHAPTER
42-Emilia Ovest,BNI VA PENSIERO,49,47,0,2,0,CHAPTER,47,0,0,0,CHAPTER,46,0,1,0,CHAPTER,44,0,2,0,CHAPTER,43,1,2,0,CHAPTER
42-Emilia Ovest,BNI Val d'Enza,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
45-Firenze,BNI Arezzo,18,19,1,0,0,CHAPTER,20,1,0,0,CHAPTER,20,0,0,0,CHAPTER,17,0,3,0,CHAPTER,16,0,1,0,CHAPTER
45-Firenze,BNI Campi Bisenzio,,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP,0,0,0,2,CORE_GRUP
45-Firenze,BNI Castelfiorentino,24,25,1,0,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER,24,0,1,0,CHAPTER,24,0,0,0,CHAPTER
45-Firenze,BNI Castiglion Fiorentino,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
45-Firenze,BNI CUOIO,24,24,0,0,0,CHAPTER,27,3,0,0,CHAPTER,28,1,0,0,CHAPTER,26,1,3,0,CHAPTER,25,1,2,0,CHAPTER
45-Firenze,BNI Empoli,39,40,2,1,0,CHAPTER,40,1,1,0,CHAPTER,39,0,1,0,CHAPTER,37,0,2,0,CHAPTER,35,0,2,0,CHAPTER
45-Firenze,BNI Firenze,32,29,0,3,0,CHAPTER,31,2,0,0,CHAPTER,29,0,2,0,CHAPTER,27,1,3,0,CHAPTER,29,2,0,0,CHAPTER
45-Firenze,BNI Granducato,27,25,0,2,0,CHAPTER,25,1,1,0,CHAPTER,25,0,0,0,CHAPTER,26,1,0,0,CHAPTER,28,2,0,0,CHAPTER
45-Firenze,BNI Il Ciclone,17,17,0,0,0,CHAPTER,16,0,1,0,CHAPTER,16,0,0,0,CHAPTER,16,0,0,0,CHAPTER,16,0,0,0,CHAPTER
45-Firenze,BNI Il Magnifico,22,22,1,1,0,CHAPTER,22,0,0,0,CHAPTER,22,0,0,0,CHAPTER,24,2,0,0,CHAPTER,25,1,0,0,CHAPTER
45-Firenze,BNI In Chianti,24,21,0,3,0,CHAPTER,18,0,3,0,CHAPTER,18,0,0,0,CHAPTER,20,2,0,0,CHAPTER,22,2,0,0,CHAPTER
45-Firenze,BNI Sansepolcro,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
45-Firenze,BNI Scandicci,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
45-Firenze,BNI Signoria,24,22,0,2,0,CHAPTER,22,0,0,0,CHAPTER,24,2,0,0,CHAPTER,24,0,0,0,CHAPTER,24,0,0,0,CHAPTER
45-Firenze,BNI Valdarno,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
45-Firenze,BNI Valdelsa,23,23,2,2,0,CHAPTER,23,0,0,0,CHAPTER,26,3,0,0,CHAPTER,26,0,0,0,CHAPTER,26,0,0,0,CHAPTER
46-Toscana Mare,BNI Accademia,27,28,1,0,0,CHAPTER,27,0,1,0,CHAPTER,27,0,0,0,CHAPTER,28,1,0,0,CHAPTER,26,0,2,0,CHAPTER
46-Toscana Mare,BNI Alfea,31,32,1,0,0,CHAPTER,31,0,1,0,CHAPTER,29,0,2,0,CHAPTER,28,0,1,0,CHAPTER,28,0,0,0,CHAPTER
46-Toscana Mare,BNI Apuania Massa-Carrara,18,18,0,0,0,CHAPTER,20,2,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER,20,0,0,0,CHAPTER
46-Toscana Mare,BNI Arno,14,15,1,0,0,CHAPTER,15,0,0,0,CHAPTER,15,0,0,0,CHAPTER,13,0,2,0,CHAPTER,12,0,1,0,CHAPTER
46-Toscana Mare,BNI Aurelia Pisa,31,31,0,0,0,CHAPTER,32,1,0,0,CHAPTER,33,1,0,0,CHAPTER,33,0,0,0,CHAPTER,33,0,0,0,CHAPTER
46-Toscana Mare,BNI Aurora,,,,,,,,,,,,,,,,,,,,,,22,22,0,0,CHAPTER
46-Toscana Mare,BNI Costa degli Etruschi,,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP
46-Toscana Mare,BNI Era,36,36,0,0,0,CHAPTER,37,1,0,0,CHAPTER,35,1,3,0,CHAPTER,35,0,0,0,CHAPTER,32,0,3,0,CHAPTER
47-Toscana Ovest,BNI Blues,19,19,0,0,0,CHAPTER,21,2,0,0,CHAPTER,22,2,1,0,CHAPTER,23,1,0,0,CHAPTER,23,1,1,0,CHAPTER
47-Toscana Ovest,BNI Botero,,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP,0,0,0,13,CORE_GRUP
47-Toscana Ovest,BNI Hellana,20,23,3,0,0,CHAPTER,24,1,0,0,CHAPTER,25,1,0,0,CHAPTER,25,0,0,0,CHAPTER,25,0,0,0,CHAPTER
47-Toscana Ovest,BNI Il Ponte della Maddalena,,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP,0,0,0,12,CORE_GRUP
47-Toscana Ovest,BNI La Torretta,,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP,0,0,0,8,CORE_GRUP
47-Toscana Ovest,BNI La Versilia,21,24,3,0,0,CHAPTER,26,3,1,0,CHAPTER,24,0,2,0,CHAPTER,25,2,1,0,CHAPTER,25,0,0,0,CHAPTER
47-Toscana Ovest,BNI Lucca,27,26,0,1,0,CHAPTER,26,1,1,0,CHAPTER,29,3,0,0,CHAPTER,29,0,0,0,CHAPTER,30,1,0,0,CHAPTER
47-Toscana Ovest,BNI Nottolini,16,16,0,0,0,CHAPTER,15,0,1,0,CHAPTER,15,0,0,0,CHAPTER,14,1,2,0,CHAPTER,16,2,0,0,CHAPTER
47-Toscana Ovest,BNI Prato,19,19,0,0,0,CHAPTER,18,1,2,0,CHAPTER,18,0,0,0,CHAPTER,15,0,3,0,CHAPTER,17,3,1,0,CHAPTER
47-Toscana Ovest,BNI Puccini,34,32,2,4,0,CHAPTER,32,0,0,0,CHAPTER,32,0,0,0,CHAPTER,34,2,0,0,CHAPTER,33,0,1,0,CHAPTER
48-Siena Grosseto,BNI ARGENTARIO,,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP,0,0,0,0,CORE_GRUP
48-Siena Grosseto,BNI Sallustio Bandini - Siena,13,13,0,0,0,CHAPTER,2,0,11,0,CHAPTER,2,0,0,0,CHAPTER,2,0,0,0,CHAPTER,0,0,2,0,CORE_GRUP
48-Siena Grosseto,BNI Valdichiana - Siena,,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP,0,0,0,6,CORE_GRUP
51-Bologna Ferrara,BNI Autodromo,20,20,0,0,0,CHAPTER,27,7,0,0,CHAPTER,28,1,0,0,CHAPTER,29,1,0,0,CHAPTER,31,2,0,0,CHAPTER
51-Bologna Ferrara,BNI Baccanale,26,26,0,0,0,CHAPTER,27,1,0,0,CHAPTER,26,0,1,0,CHAPTER,27,2,1,0,CHAPTER,27,0,0,0,CHAPTER
51-Bologna Ferrara,BNI Butrium,,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP,0,0,0,5,CORE_GRUP
51-Bologna Ferrara,BNI Carducci,,,,,,,,,,,,,,,,,,,,,,18,18,0,0,CHAPTER
