"ID","Id_Region","Id_Cap","Nome","Id_Director","Stato","DataCore","DataCap","ConfDataCore","ConfDataCap","MembriIni","appT2","appT3","appT4","appR","MemLancio","MemLancioRes"
"1","1","1","BNI - EMPOLI","2","CAPITOLO","2016-04","2017-04","1","1","30","a","n","n","a","0","0"
"2","1","2","BNI - FIRENZE","1","CAPITOLO","2015-10","2016-04","1","1","33","a","n","n","a","0","0"
"3","1","3","BNI - CASTELFIORENTINO","2","CAPITOLO","2017-03","2019-07","1","1","23","a","n","n","a","23","23"
"4","1","4","BNI - GRANDUCATO","1","CAPITOLO","2018-04","2019-07","1","1","10","a","n","n","a","23","23"
"5","1","5","BNI - VALDELSA","2","CAPITOLO","2017-01","2018-06","1","1","37","a","n","n","a","0","0"
"6","1","6","BNI - SIGNORIA","2","CAPITOLO","2018-07","2018-12","1","1","27","a","n","n","a","0","0"
"7","1","7","BNI - IN CHIANTI","2","CAPITOLO","2018-05","2018-09","1","1","18","a","n","n","a","0","0"
"8","1","8","BNI - MAGNIFICO","3","CAPITOLO","2017-03","2018-10","1","1","19","a","n","n","a","0","0"
"9","1","9","BNI - CICLONE","2","CAPITOLO","2017-02","2018-04","1","1","25","a","n","n","a","0","0"
"10","1","10","BNI - AREZZO","2","CAPITOLO","2019-02","2019-12","1","1","0","a","n","n","a","18","18"
"11","1","11","BNI - CUOIO","3","CAPITOLO","2018-01","2019-11","1","1","10","a","n","n","a","24","24"
"13","2","1","BNI - RELACTIONSHIP","198","CAPITOLO","2018-11","2018-12","1","1","21","a","n","n","a","0","0"
"14","2","2","BNI - CARROCCIO","206","CAPITOLO","2018-11","2018-12","1","1","25","a","n","n","a","0","0"
"15","2","3","BNI - CENTRALE","197","CAPITOLO","2018-11","2018-12","1","1","30","a","n","n","a","0","0"
"16","2","4","BNI - CERTOSA","194","CAPITOLO","2018-11","2018-12","1","1","20","a","n","n","a","0","0"
"17","2","5","BNI - CHALLENGE","197","CAPITOLO","2018-11","2018-12","1","1","25","a","n","n","a","0","0"
"18","2","6","BNI - COMMUNION","202","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"19","2","7","BNI - FA-RHO BUSINESS","8","CHIUSO","2018-11","2018-12","1","1","29","n","n","n","a","0","0"
"20","2","8","BNI - HAPPY HOUR","198","CAPITOLO","2018-11","2018-12","1","1","18","a","n","n","a","0","0"
"21","2","9","BNI - L'ARESINO","8","CAPITOLO","2018-11","2018-12","1","1","27","a","n","n","a","0","0"
"22","2","10","BNI - LE CONTRADE","205","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"23","2","11","BNI - MAGGIOLINI","192","CAPITOLO","2018-11","2018-12","1","1","33","a","n","n","a","0","0"
"24","2","12","BNI - PALIO","192","CAPITOLO","2018-11","2018-12","1","1","24","a","n","n","a","0","0"
"25","2","13","BNI - SEMPIONE","193","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"26","2","14","BNI - VILLA LITTA","8","CAPITOLO","2018-11","2018-12","1","1","28","a","n","n","a","0","0"
"27","2","15","BNI - VILLORESI","8","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"28","2","16","BNI - TAAAC","194","CAPITOLO","2018-11","2019-11","1","1","3","a","n","n","a","26","26"
"29","2","17","BNI - CORNIOLO","204","CAPITOLO","2018-11","2019-04","1","1","15","a","n","n","a","38","38"
"30","2","18","BNI - R-EVOLUTION","198","CAPITOLO","2018-11","2019-12","1","1","4","a","n","n","a","28","28"
"31","2","19","BNI - SFORZESCO","206","CORE GROUP","2018-11",,"1","0","9","a","n","n","a","0","0"
"32","2","20","BNI - CITY LIFE","199","CAPITOLO","2019-04","2020-03","1","1","0","a","n","n","a","0","0"
"33","4","1","BNI - DE AMICIS","11","CAPITOLO","2018-11","2018-12","1","1","30","a","p","n","a","0","0"
"34","4","2","BNI - DI MALTA","11","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"35","4","3","BNI - LEONARDO","113","CHIUSO","2018-11","2018-12","1","1","17","a","n","n","a","0","0"
"36","4","4","BNI - MADONNINA","11","CAPITOLO","2018-11","2018-12","1","1","20","a","n","n","a","0","0"
"37","4","5","BNI - PALESTRO","11","CAPITOLO","2018-11","2018-12","1","1","18","a","n","n","a","0","0"
"38","4","6","BNI - LA HORA FELIZ","114","CAPITOLO","2018-11","2019-10","1","1","9","a","n","n","a","19","19"
"39","4","7","BNI - F.I.G.O.","113","CAPITOLO","2019-04","2019-10","1","1","0","a","n","n","a","23","23"
"40","4","8","BNI - TAGIURA","113","CAPITOLO","2019-11","2019-12","1","1","0","a","n","n","a","23","23"
"41","10","1","BNI - ALFREDO BINDA","207","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"42","10","2","BNI - CASTELLO","212","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"43","10","3","BNI - GALLO ROSSO","209","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"44","10","4","BNI - GIARDINO","210","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"45","10","5","BNI - LA RONDINE","13","CHIUSO","2018-11","2018-12","1","1","19","n","n","n","a","0","0"
"46","10","6","BNI - SACRO MONTE","13","CAPITOLO","2018-11","2018-12","1","1","42","a","n","n","a","0","0"
"47","10","7","BNI - RISORGIMENTO","209","CAPITOLO","2018-11","2018-12","1","1","24","a","n","n","a","0","0"
"48","10","8","BNI - BROLETTO","208","CAPITOLO","2018-11","2019-04","1","1","15","a","n","n","a","26","26"
"49","10","9","BNI - FRERA","207","CORE GROUP","2019-04",,"1","0","0","a","n","n","a","0","0"
"51","10","11","BNI - MATCH POINT","212","CORE GROUP","2019-04","2020-07","1","0","0","a","n","n","a","0","0"
"53","12","1","BNI - CREMONA AMICI MIEI","15","CAPITOLO","2018-11","2018-12","1","1","48","a","n","n","a","0","0"
"54","12","2","BNI - GALILEO","86","CAPITOLO","2018-11","2018-12","1","1","40","a","n","n","a","0","0"
"55","12","3","BNI - I MILITI","87","CAPITOLO","2018-11","2018-12","1","1","22","a","n","n","a","0","0"
"56","12","4","BNI - TICINUM","15","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"58","12","6","BNI - LA TAVOLA ROTONDA","88","CAPITOLO","2019-01","2019-04","1","1","0","a","n","n","a","23","23"
"59","12","7","BNI - DA VINCI","88","CAPITOLO","2019-04","2019-12","1","1","0","a","n","n","a","28","28"
"60","12","8","BNI - GUTTURNIO","211","CORE GROUP","2019-11",,"1","0","0","a","n","n","a","0","0"
"61","14","1","BNI - ADIGE","17","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"62","14","2","BNI - ARENA","125","CAPITOLO","2018-11","2018-12","1","1","35","a","n","n","a","0","0"
"63","14","3","BNI - BORGO LIBERO","125","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"64","14","4","BNI - SALIERI","17","CAPITOLO","2018-10","2018-11","1","1","21","a","n","n","a","0","0"
"65","14","5","BNI - SCALIGERO","125","CAPITOLO","2019-01","2019-02","1","1","0","a","n","n","a","20","20"
"66","14","6","BNI - LA FORTEZZA","126","CAPITOLO","2019-02","2019-11","1","1","0","a","n","n","a","28","28"
"67","14","7","BNI - AMARONE VALPOLICELLA","17","CAPITOLO","2019-01",,"1","0","0","a","n","n","a","0","0"
"68","15","1","BNI - PRATO DELLA VALLE","18","CAPITOLO","2018-11","2018-12","1","1","25","p","n","n","a","0","0"
"69","15","2","BNI - SCROVEGNI","18","CAPITOLO","2018-11","2018-12","1","1","19","p","n","n","a","0","0"
"70","15","3","BNI - SERENISSIMA","18","CAPITOLO","2018-11","2018-12","1","1","20","p","n","n","p","0","0"
"71","15","4","BNI - SPRITZ","18","CAPITOLO","2018-11","2018-12","1","1","38","p","n","n","a","0","0"
"72","15","5","BNI - BERSAGLIERI","228","CAPITOLO","2018-11","2019-02","1","1","17","p","n","n","a","24","24"
"74","15","7","BNI - PADOVA LUNCH","18","CORE GROUP","2018-12",,"1","0","1","n","n","n","n","0","0"
"75","15","8","BNI - WIFI","227","CORE GROUP","2018-12",,"1","0","0","n","n","n","n","0","0"
"76","15","9","BNI - ROVERELLA","228","CORE GROUP","2019-09",,"1","0","0","n","n","n","p","0","0"
"77","16","1","BNI - I DO MORI","19","CAPITOLO","2018-11","2018-09","1","1","35","a","p","n","a","0","0"
"78","16","2","BNI - IL LEONE DI SAN MARCO","107","CAPITOLO",,"2017-06","1","1","29","p","n","n","a","0","0"
"79","16","3","BNI - RIVIERA DEL BRENTA","106","CAPITOLO","2018-11",,"1","0","8","a","n","n","a","0","0"
"80","16","4","BNI - MARCO POLO","19","CAPITOLO","2018-11","2019-05","1","1","16","a","p","n","a","35","35"
"81","16","5","BNI - LIDI DEI DOGI","106","CAPITOLO","2019-01","2019-06","1","1","0","a","n","n","a","35","35"
"82","16","6","BNI - L'ARSENALE","19","CORE GROUP","2019-11",,"1","0","0","a","n","n","a","0","0"
"83","17","1","BNI - CIMA","20","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"84","17","2","BNI - PROSECCO","20","CAPITOLO","2018-11","2018-12","1","1","24","a","n","n","a","0","0"
"85","17","3","BNI - PIAZZA DEL GRANO","20","CAPITOLO","2018-11","2019-04","1","1","23","a","n","n","a","23","23"
"86","17","4","BNI - BELLUNO DOLOMITI","20","CAPITOLO","2018-11","2019-04","1","1","12","a","n","n","a","21","21"
"87","17","5","BNI - VITTORIO VENETO","20","CORE GROUP","2019-04",,"1","0","0","a","n","n","a","0","0"
"89","17","7","BNI - LA NUOVA PERLA","20","CORE GROUP","2019-04",,"1","0","0","a","n","n","a","0","0"
"90","17","8","BNI - ODERZO","20","CORE GROUP","2019-12",,"1","0","0","a","n","n","a","0","0"
"91","18","1","BNI - JONAGOLD","21","CAPITOLO","2018-11","2018-12","1","1","38","a","n","n","a","0","0"
"92","18","2","BNI - MORGENDUFT","21","CAPITOLO","2018-11","2018-12","1","1","14","a","n","n","a","0","0"
"93","18","3","BNI - RED","223","CAPITOLO","2018-11","2018-12","1","1","27","a","n","n","a","0","0"
"94","18","4","BNI - RENETTA","49","CAPITOLO","2018-11","2018-12","1","1","44","a","n","n","a","0","0"
"95","18","5","BNI - GRAFENSTAINER","52","CAPITOLO","2018-11","2019-04","1","1","15","a","n","n","a","28","28"
"96","18","6","BNI - PINOVA","49","CAPITOLO","2018-11","2019-02","1","1","18","a","n","n","a","26","26"
"97","18","7","BNI - GALA","49","CAPITOLO","2018-11","2019-02","1","1","9","a","n","n","a","19","19"
"98","18","8","BNI - GOLDEN","50","CORE GROUP","2019-06",,"1","0","0","a","n","n","a","0","0"
"99","18","9","BNI - STARK","51","CAPITOLO","2019-09",,"1","0","0","a","n","n","a","0","0"
"100","19","1","BNI - ALBERTO PIO","144","CAPITOLO","2018-11","2018-12","1","1","47","a","n","n","a","0","0"
"101","19","2","BNI - BUGATTI MODENA","144","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"102","19","3","BNI - CASTIGLIONE","121","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"103","19","4","BNI - ESTENSE","144","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"104","19","5","BNI - GONZAGA","22","CAPITOLO","2018-11","2018-12","1","1","66","a","n","n","a","0","0"
"105","19","6","BNI - LAMBORGHINI","144","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"106","19","7","BNI - PICO DELLA MIRANDOLA","121","CAPITOLO","2018-11","2018-12","1","1","67","a","n","n","a","0","0"
"107","19","8","BNI - RIGOLETTO","121","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"108","19","9","BNI - SAN GIORGIO","121","CAPITOLO","2018-11","2018-12","1","1","58","a","n","n","a","0","0"
"109","19","10","BNI - SAXOLUM","144","CAPITOLO","2018-11","2018-12","1","1","38","a","n","n","a","0","0"
"111","19","12","BNI - PIERO GIGLI","124","CAPITOLO","2019-09","2020-01","1","0","0","a","n","n","a","0","0"
"112","5","1","BNI - ANDROMEDA","4","CAPITOLO","2018-11","2018-12","1","1","35","a","n","n","a","0","0"
"113","5","2","BNI - BROOKLYN","4","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"114","5","3","BNI - CIT TURIN","4","CAPITOLO","2018-11","2018-12","1","1","27","a","n","n","a","0","0"
"115","5","4","BNI - DALLAS","4","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"116","5","5","BNI - EPOREDIA","4","CAPITOLO","2018-11","2018-12","1","1","35","a","n","n","a","0","0"
"117","5","6","BNI - FLORIDA","4","CAPITOLO","2018-11","2018-12","1","1","43","a","n","n","a","0","0"
"118","5","7","BNI - HOLLYWOOD","4","CAPITOLO","2018-11","2018-12","1","1","59","a","n","n","a","0","0"
"119","5","8","BNI - LA MOLE","4","CAPITOLO","2018-11","2018-12","1","1","28","a","n","n","a","0","0"
"120","5","9","BNI - LA REGGIA","4","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"121","5","10","BNI - LAS VEGAS","4","CAPITOLO","2018-11","2018-12","1","1","30","a","n","n","a","0","0"
"122","5","11","BNI - MANHATTAN","4","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"123","5","12","BNI - MOZART","4","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"124","5","13","BNI - OLTREPO","4","CAPITOLO","2018-11","2018-12","1","1","43","a","n","n","a","0","0"
"125","5","14","BNI - PEGASO","4","CAPITOLO","2018-11","2018-12","1","1","28","a","n","n","a","0","0"
"126","5","15","BNI - WALL STREET","4","CAPITOLO","2018-11","2018-12","1","1","63","a","n","n","a","0","0"
"127","5","16","BNI - SFERA","4","CAPITOLO","2018-11","2019-08","1","1","11","a","n","n","a","34","34"
"128","6","1","BNI - BICERIN","6","CAPITOLO","2018-11","2018-12","1","1","30","a","n","n","a","0","0"
"129","6","2","BNI - ERBALUCE","6","CAPITOLO","2018-11","2018-12","1","1","34","a","n","n","a","0","0"
"130","6","3","BNI - ERIDANO","6","CAPITOLO","2018-11","2018-12","1","1","25","a","n","n","a","0","0"
"131","6","4","BNI - FUSION","6","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"132","6","5","BNI - GOLD","6","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"133","6","6","BNI - JOBS","6","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"134","6","7","BNI - MERAVIGLIA","6","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"135","6","8","BNI - MONVISO","6","CAPITOLO","2018-11","2018-12","1","1","33","a","n","n","a","0","0"
"136","6","9","BNI - MUSINÉ","6","CAPITOLO","2018-11","2018-12","1","1","41","a","n","n","a","0","0"
"137","6","10","BNI - NEBBIOLO","6","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"138","6","11","BNI - PINEROLO","6","CAPITOLO","2018-11","2018-12","1","1","38","a","n","n","a","0","0"
"139","6","12","BNI - VALORE","6","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"140","6","13","BNI - CENTOTORRI","6","CAPITOLO","2018-11","2019-01","1","1","30","a","n","n","a","47","47"
"141","6","14","BNI - YOUNG UNDER 33","6","CHIUSO","2018-11","2019-01","1","1","11","n","n","n","a","23","23"
"142","6","15","BNI - POWER","6","CAPITOLO","2018-11","2019-07","1","1","6","a","n","n","a","39","39"
"143","6","16","BNI - VAL SANGONE","6","CAPITOLO","2019-04","2019-09","1","1","0","a","n","n","a","26","26"
"144","7","1","BNI - 3 LAGHI","38","CAPITOLO","2018-11","2018-12","1","1","25","a","n","n","a","0","0"
"145","7","2","BNI - AIRONE","38","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"146","7","3","BNI - BIELLA","38","CAPITOLO","2018-11","2018-12","1","1","50","a","n","n","a","0","0"
"147","7","4","BNI - FUTURA","145","CAPITOLO","2018-11","2018-12","1","1","33","a","n","n","a","0","0"
"148","7","5","BNI - IL ROSA","38","CAPITOLO","2018-11","2018-12","1","1","44","a","n","n","a","0","0"
"149","7","6","BNI - LE COLLINE","39","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"150","7","7","BNI - LUMIERE","40","CAPITOLO","2018-11","2018-12","1","1","20","a","n","n","a","0","0"
"151","7","8","BNI - MONTE BIANCO","40","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"152","7","9","BNI - TICINO","38","CAPITOLO","2018-11","2018-12","1","1","28","a","n","n","a","0","0"
"153","7","10","BNI - CINQUE CAMPANE","146","CAPITOLO","2018-11","2019-04","1","1","16","a","n","n","a","26","26"
"154","7","11","BNI - OXILIA","147","CORE GROUP","2019-12",,"1","0","0","a","n","n","a","0","0"
"155","7","12","BNI - IL PONTE DI GALLIATE","150","CORE GROUP","2019-12",,"1","0","0","a","n","n","a","0","0"
"156","7","13","BNI - VILLA CICOGNA","148","CORE GROUP","2019-12",,"1","0","0","a","n","n","a","0","0"
"157","7","14","BNI - FRA DOLCINO","152","CORE GROUP","2019-12",,"1","0","0","a","p","n","a","0","0"
"158","8","1","BNI - ANDALÒ","45","CAPITOLO","2018-11","2018-12","1","1","18","a","n","n","a","0","0"
"159","8","2","BNI - MINOTAURO","42","CAPITOLO","2018-11","2018-12","1","1","22","a","n","n","a","0","0"
"160","8","3","BNI - PANTERA","9","CAPITOLO","2018-11","2018-12","1","1","20","a","n","n","a","0","0"
"161","8","4","BNI - LEVANTE","42","CAPITOLO","2018-11","2018-12","1","1","17","a","n","n","a","0","0"
"162","8","5","BNI - SEXTUM","9","CAPITOLO","2018-11","2018-12","1","1","17","a","n","n","a","0","0"
"163","8","6","BNI - VITTORIA","43","CAPITOLO","2018-11","2018-12","1","1","33","a","n","n","a","0","0"
"164","8","7","BNI - PLEIADI","9","CAPITOLO","2018-11","2019-04","1","1","33","a","n","n","a","38","38"
"165","8","8","BNI - COLLECTION","41","CORE GROUP","2018-11",,"1","0","10","a","n","n","a","0","0"
"166","8","9","BNI - PERSEO","42","CHIUSO","2018-11",,"1","0","12","n","n","n","a","0","0"
"167","8","10","BNI - GENOVINO","45","CORE GROUP","2020-03",,"0","0","0","a","n","n","a","0","0"
"168","8","11","BNI - MAESTRALE","44","PROGETTO","2020-03",,"0","0","0","a","n","n","a","0","0"
"169","8","12","BNI - POLCEVERA","46","CORE GROUP","2020-03",,"0","0","0","a","n","n","a","0","0"
"170","20","1","BNI - ANTONIO ALLEGRI","63","CAPITOLO","2018-11","2018-12","1","1","32","a","n","n","a","0","0"
"171","20","2","BNI - LA PILOTTA","65","CAPITOLO","2018-11","2018-12","1","1","22","a","p","n","a","0","0"
"173","20","4","BNI - LA ROCCA","61","CAPITOLO","2018-11","2018-12","1","1","43","a","n","n","a","0","0"
"174","20","5","BNI - MARIA LUIGIA","61","CAPITOLO","2018-11","2018-12","1","1","30","a","n","n","a","0","0"
"175","20","6","BNI - MATILDE DI CANOSSA","63","CAPITOLO","2018-11","2018-12","1","1","42","a","n","n","a","0","0"
"176","20","7","BNI - PETITOT","65","CAPITOLO","2018-11","2018-12","1","1","33","a","n","n","a","0","0"
