"ID","Id_Region","Id_Cap","Nome","Id_Director","Stato","DataCore","DataCap","ConfDataCore","ConfDataCap","MembriIni","appT2","appT3","appT4","appR","MemLancio","MemLancioRes"
"352","22","13","BNI - RENO","99","CORE GROUP","2020-01","2020-09","1","0","0","a","n","n","r","0","0"
"353","22","14","BNI - BUDRIUM","97","CORE GROUP","2020-01","2020-09","1","0","0","a","n","n","r","0","0"
"354","13","11","BNI - LORENZO LOTTO","117","CORE GROUP",,,"0","0","0","a","a","n","a","0","0"
"355","4","9","BNI - VISCONTEO","127","CHIUSO","2019-12","2020-12","1","0","12","n","n","n","a","0","0"
"356","13","12","BNI - SEBINO","117","CORE GROUP",,,"0","0","0","a","a","n","a","0","0"
"357","19","13","BNI - FRIGNANO","123","PROGETTO","2020-02",,"0","0","0","a","n","n","a","0","0"
"358","19","14","BNI - ALTER EGO","122","PROGETTO","2020-02",,"0","0","0","a","n","n","a","0","0"
"359","20","16","BNI - CORTE HERBERIA","71","CORE GROUP","2019-03","2020-04","1","0","0","a","n","n","a","0","0"
"360","20","17","BNI - I COLLEGATI","73","CORE GROUP","2019-12","2020-03","1","0","0","a","n","n","a","0","0"
"361","10","12","BNI - VALCERESIO","207","CORE GROUP","2019-12","2020-09","1","0","0","a","n","n","a","0","0"
"362","2","21","BNI - ASTORIA","195","CORE GROUP","2019-09","2020-09","1","0","0","a","n","n","a","0","0"
"363","2","22","BNI - LIVINGSTON","196","CORE GROUP","2019-12","2020-07","1","0","0","a","n","n","a","0","0"
"364","17","9","BNI - COL DI DANTE","20","PROGETTO","2020-04","2021-04","0","0","0","a","n","n","a","0","0"
"365","17","10","BNI - CONEGLIANO 2","20","PROGETTO","2020-04","2021-04","0","0","0","a","n","n","a","0","0"
"366","7","15","BNI - LAGO D'ORTA","152","PROGETTO","2021-01","2021-02","0","0","0","a","n","n","a","0","0"
"367","31","1","BNI - DONNAFUGATA","34","CORE GROUP","2019-06","2020-07","1","0","0","a","n","n","a","0","0"
"368","31","2","BNI - HYBLA","34","CORE GROUP","2019-06","2020-07","1","0","0","a","n","n","a","0","0"
"369","6","18","BNI - MUNCALÈ","6","CAPITOLO","2019-09",,"1","0","0","a","n","n","a","0","0"
"370","5","17","BNI - TORINO 3","4","CORE GROUP","2019-11",,"1","0","0","a","n","n","a","0","0"
"371","14","8","BNI - CANGRANDE","17","CORE GROUP","2020-01",,"1","0","0","a","n","n","a","0","0"
"372","6","19","BNI - NEWTON","6","CAPITOLO","2019-10",,"1","0","0","a","n","n","a","0","0"
"373","6","20","BNI - TORINO 2","6","CORE GROUP","2019-12",,"1","0","0","a","n","n","a","0","0"
"374","26","20","BNI - GIULIANO IMPERATORE","74","CORE GROUP","2020-01","2020-06","0","0","0","a","n","n","a","0","0"
"375","14","9","BNI - VALPANTENA","17","CORE GROUP","2020-01",,"1","0","0","a","n","n","a","0","0"
"376","14","10","BNI - SOAVE","17","PROGETTO","2020-02",,"0","0","0","a","n","n","a","0","0"
"377","14","11","BNI - BARDOLINO","125","PROGETTO","2020-02",,"0","0","0","a","n","n","a","0","0"
"378","44","1","BNI - KARALIS","164","CAPITOLO","2018-11","2019-05","1","1","7","n","n","n","a","26","26"
"379","44","2","BNI - IGLESIAS","164","PROGETTO","2020-02","2020-07","0","0","0","n","n","n","a","0","0"
"380","44","3","BNI - CAGLIARI 2","164","PROGETTO","2020-02","2020-11","0","0","0","n","n","n","a","0","0"
"381","44","4","BNI - QUARTU","164","PROGETTO","2020-05","2020-11","0","0","0","n","n","n","a","0","0"
"382","11","19","BNI - DUE LAGHI","140","CORE GROUP","2020-09",,"0","0","0","a","n","n","a","0","0"
"383","11","20","BNI - SIRIO","14","CORE GROUP","2020-01","2020-12","1","0","0","a","n","n","a","0","0"
"384","37","1","BNI - BASSA BRESCIANA","165","CAPITOLO","2018-11","2018-12","1","1","45","a","n","n","a","0","0"
"385","37","2","BNI - CASTELLO DI BRESCIA","165","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"386","37","3","BNI - COLLI MORENICI","165","CAPITOLO","2018-11","2018-12","1","1","22","a","n","n","a","0","0"
"387","37","4","BNI - DESENZANO DEL GARDA","165","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"388","37","5","BNI - FRANCIACORTA","165","CAPITOLO","2018-11","2018-12","1","1","40","a","n","n","a","0","0"
"389","37","6","BNI - LEONESSA","165","CAPITOLO","2018-11","2018-12","1","1","13","a","n","n","a","0","0"
"390","37","7","BNI - MADDALENA","165","CAPITOLO","2018-11","2018-12","1","1","36","a","n","n","a","0","0"
"391","37","8","BNI - MILLEMIGLIA","165","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"392","37","9","BNI - MONTORFANO","165","CAPITOLO","2018-11","2018-12","1","1","25","a","n","n","a","0","0"
"393","37","10","BNI - SALÒ","165","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"394","37","11","BNI - SANTA GIULIA","165","CAPITOLO","2018-11","2018-12","1","1","28","a","n","n","a","0","0"
"395","37","12","BNI - FASCIA D'ORO","165","CAPITOLO","2018-11","2019-05","1","1","10","a","n","n","a","17","17"
"396","37","13","BNI - ISEO","165","CAPITOLO","2018-11","2019-08","1","1","13","a","n","n","a","22","22"
"397","37","14","BNI - LUGANA","165","CAPITOLO","2018-11","2019-05","1","1","14","a","n","n","a","26","26"
"398","37","15","BNI - VITTORIA ALATA","165","CAPITOLO","2018-11","2019-05","1","1","14","a","n","n","a","21","21"
"399","37","16","BNI - LA LOGGIA","165","CAPITOLO","2018-11","2019-08","1","1","1","a","n","n","a","37","37"
"400","37","17","BNI - SAN BARTOLOMEO","165","CAPITOLO","2018-11",,"1","0","4","a","n","n","a","0","0"
"401","37","18","BNI - BASSO GARDA","165","CORE GROUP","2020-01","2020-07","1","0","0","a","n","n","a","0","0"
"402","37","19","BNI - LA ROCCA","165","PROGETTO","2020-02","2020-05","0","0","0","a","n","n","a","0","0"
"403","40","1","BNI - ACCADEMIA","167","CAPITOLO","2018-11","2018-12","1","1","40","a","n","n","a","0","0"
"404","40","2","BNI - APUANIA MASSA-CARRARA","167","CAPITOLO","2018-11","2018-12","1","1","21","a","n","n","a","0","0"
"405","40","3","BNI - ARNO","167","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"406","40","4","BNI - AURELIA PISA","167","CAPITOLO","2018-11","2018-12","1","1","30","a","n","n","a","0","0"
"407","40","5","BNI - ERA","167","CAPITOLO","2018-11","2018-12","1","1","41","a","n","n","a","0","0"
"408","40","6","BNI - ALFEA","167","CAPITOLO","2018-11","2019-02","1","1","16","a","n","n","a","25","25"
"409","40","7","BNI - COSTA DEGLI ETRUSCHI","167","CORE GROUP","2018-11","2020-05","1","0","6","a","n","n","a","0","0"
"410","5","18","BNI - RIVAROLO","4","CORE GROUP","2019-11","2020-09","1","0","0","a","n","n","a","0","0"
"411","40","8","BNI - AURORA","167","CORE GROUP","2019-12","2020-05","1","0","0","a","n","n","a","0","0"
"412","40","9","BNI - NAVICELLI","167","PROGETTO","2020-02","2020-11","0","0","0","a","n","n","a","0","0"
"413","40","10","BNI - LA PIEVE","167","PROGETTO","2020-02","2020-11","0","0","0","a","n","n","a","0","0"
"414","40","11","BNI - ALABASTRO","167","PROGETTO","2020-05",,"0","0","0","a","n","n","a","0","0"
"415","40","12","BNI - LUNI","167","PROGETTO","2020-05",,"0","0","0","a","n","n","a","0","0"
"416","40","13","BNI - LAMPO","167","PROGETTO","2020-05",,"0","0","0","a","n","n","a","0","0"
"417","40","14","BNI - PROGETTO 1","167","PROGETTO","2020-11",,"0","0","0","a","n","n","a","0","0"
"418","40","15","BNI - PROGETTO 2","167","PROGETTO","2020-11",,"0","0","0","a","n","n","a","0","0"
"419","32","1","BNI - SASSARI THÀMUS","35","CHIUSO","2019-09","2020-04","1","0","0","n","n","n","p","0","0"
"420","38","1","BNI - BARBARIGO","170","CAPITOLO","2018-11","2018-12","1","1","22","a","n","n","a","0","0"
"421","38","2","BNI - BELLAGUARDIA","170","CAPITOLO","2018-11","2018-12","1","1","30","a","n","n","a","0","0"
"422","38","3","BNI - MONTEGRAPPA","170","CAPITOLO","2018-11","2018-12","1","1","22","a","n","n","a","0","0"
"423","38","4","BNI - PALLADIO","170","CAPITOLO","2018-11","2018-12","1","1","27","a","n","n","a","0","0"
"424","38","5","BNI - PASUBIO","170","CAPITOLO","2018-11","2018-12","1","1","16","a","n","n","a","0","0"
"425","38","6","BNI - PONTE VECCHIO","170","CAPITOLO","2018-11","2018-12","1","1","26","a","n","n","a","0","0"
"426","38","7","BNI - THIENE","170","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"427","38","8","BNI - OLIMPICO","170","CORE GROUP","2018-11","2020-05","1","0","3","a","n","n","a","0","0"
"428","38","9","BNI - DUEVILLE","170","CORE GROUP","2020-02","2020-09","0","0","0","a","n","n","a","0","0"
"429","38","10","BNI - PROSPETTIVA","170","PROGETTO","2020-02","2020-09","0","0","0","a","n","n","a","0","0"
"430","33","1","BNI - ACAJA","171","CAPITOLO","2018-11","2018-12","1","1","38","a","n","n","a","0","0"
"431","33","2","BNI - ALBATROSS","171","CAPITOLO","2018-11","2018-12","1","1","38","a","n","n","a","0","0"
"432","33","3","BNI - ALFIERI","171","CAPITOLO","2018-11","2018-12","1","1","33","a","n","n","a","0","0"
"433","33","4","BNI - ATHENA","171","CAPITOLO","2019-07","2019-11","1","1","0","a","n","n","a","0","0"
"434","33","5","BNI - AUGUSTA","171","CAPITOLO","2018-11","2018-12","1","1","22","a","n","n","a","0","0"
"435","33","6","BNI - BARBERA","171","CAPITOLO","2018-11","2018-12","1","1","57","a","n","n","a","0","0"
"436","33","7","BNI - BELVEDERE","171","CAPITOLO","2018-11","2018-12","1","1","51","a","n","n","a","0","0"
"437","33","8","BNI - BISALTA","171","CAPITOLO","2018-11","2018-12","1","1","39","a","n","n","a","0","0"
"438","33","9","BNI - CARDO GOBBO","171","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"439","33","10","BNI - CASSIOPEA","171","SOSPESO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"440","33","11","BNI - CASTAGNA","171","CAPITOLO","2018-11","2019-12","1","1","5","a","n","n","a","0","0"
"441","33","12","BNI - CHEESE","171","CAPITOLO","2018-11","2018-12","1","1","28","a","n","n","a","0","0"
"442","33","13","BNI - CICOGNA BIANCA","171","CAPITOLO","2018-11","2018-12","1","1","34","a","n","n","a","0","0"
"443","33","14","BNI - EAGLE","171","CAPITOLO","2018-11","2018-12","1","1","24","a","n","n","a","0","0"
"444","33","15","BNI - GHIRONDA","171","CAPITOLO","2018-11","2018-12","1","1","37","a","n","n","a","0","0"
"445","33","16","BNI - GIORGIO FALETTI","171","CAPITOLO","2018-11","2019-05","1","1","4","a","n","n","a","0","0"
"446","33","17","BNI - LA GRANDA","171","CAPITOLO","2018-11","2018-12","1","1","40","a","n","n","a","0","0"
"447","33","18","BNI - MARIOLA","171","CAPITOLO","2018-11","2018-12","1","1","25","a","n","n","a","0","0"
"448","33","19","BNI - PALIO D'ASTI","171","CAPITOLO","2018-11","2018-12","1","1","40","a","n","n","a","0","0"
"449","33","20","BNI - PORTA DELLE LANGHE","171","CAPITOLO","2018-11","2019-12","1","1","6","a","n","n","a","0","0"
"450","33","21","BNI - SAVOIA","171","CAPITOLO","2018-11","2018-12","1","1","51","a","n","n","a","0","0"
"451","33","22","BNI - TERRA DEI SANTI","171","CAPITOLO","2018-11","2018-12","1","1","18","a","n","n","a","0","0"
"452","33","23","BNI - TARTUFO","171","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"453","33","24","BNI - VISOL","171","CAPITOLO","2018-11","2018-12","1","1","52","a","n","n","a","0","0"
"455","33","26","BNI - CAMILLO BENSO","171","CORE GROUP","2019-05",,"1","0","0","a","n","n","a","0","0"
"456","33","27","BNI - LANGA E MONFERRATO","171","CORE GROUP","2019-02","2020-09","1","0","0","a","n","n","a","0","0"
"457","33","28","BNI - MORÈ","171","CORE GROUP","2019-11","2020-11","1","0","0","a","n","n","a","0","0"
"458","33","29","BNI - BUSINESS BITES","171","CORE GROUP","2020-02","2020-11","0","0","0","a","n","n","a","0","0"
"459","34","1","BNI - ALERAMO","172","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"460","34","2","BNI - LA BOLLENTE","172","CAPITOLO","2018-11","2018-12","1","1","35","a","n","n","a","0","0"
"461","34","3","BNI - MARENGO","172","CAPITOLO","2018-11","2018-12","1","1","31","a","n","n","a","0","0"
"462","34","4","BNI - CITTADELLA","172","CAPITOLO","2018-11","2019-11","1","1","8","a","n","n","a","0","0"
"463","34","5","BNI - DERTHONA","172","CORE GROUP","2019-09","2020-11","1","0","0","a","n","n","a","0","0"
"464","34","6","BNI - ENTERPRISE","172","CORE GROUP","2019-11",,"1","0","0","a","n","n","a","0","0"
"465","34","7","BNI - NAPOLEONE","172","CORE GROUP","2020-02","2020-11","0","0","0","a","n","n","a","0","0"
"466","34","8","BNI - INFERNOT","172","PROGETTO","2020-05",,"0","0","0","a","n","n","a","0","0"
"467","35","1","BNI - IMPERO","173","CAPITOLO","2018-11","2018-12","1","1","23","a","n","n","a","0","0"
"468","35","2","BNI - PRIAMAR","173","CAPITOLO","2018-11","2018-12","1","1","27","a","n","n","a","0","0"
"469","35","3","BNI - VALBORMIDA","173","CAPITOLO","2018-11","2018-12","1","1","29","a","n","n","a","0","0"
"470","35","4","BNI - GALLINARA","173","CAPITOLO","2018-11","2019-11","1","1","12","a","n","n","a","0","0"
"471","35","5","BNI - SANREMO","173","CAPITOLO","2018-11","2019-11","1","1","1","a","n","n","a","0","0"
"472","35","6","BNI - MAESTRALE","173","CORE GROUP","2018-11","2020-11","1","0","2","a","n","n","a","0","0"
"473","35","7","BNI - SANREMO 2","173","PROGETTO","2020-06","2020-11","0","0","0","a","n","n","a","0","0"
"474","35","8","BNI - DOGANE APERTE","173","PROGETTO","2020-02","2020-11","0","0","0","a","n","n","a","0","0"
"475","35","9","BNI - SAVONA 2","173","PROGETTO","2020-06",,"0","0","0","a","n","n","a","0","0"
"476","35","10","BNI - ALBENGA","173","PROGETTO","2020-06",,"0","0","0","a","n","n","a","0","0"
"477","36","1","BNI - QUINTESSENZA","174","CAPITOLO","2018-11","2018-12","1","1","18","a","n","n","a","0","0"
"478","36","2","BNI - SAN MARTINO MAGENTA","174","CAPITOLO","2019-02","2019-11","1","1","0","a","n","n","a","0","0"
"479","36","3","BNI - BETA","174","CORE GROUP","2019-11","2020-05","1","0","0","a","n","n","a","0","0"
"480","36","4","BNI - VISCONTI","174","CORE GROUP","2019-11",,"1","0","0","a","n","n","a","0","0"
"481","36","5","BNI - OPERA 4.0","174","CORE GROUP","2019-11","2020-11","1","0","0","a","n","n","a","0","0"
"482","42","1","BNI - AVENTINO","175","CAPITOLO","2018-11","2018-12","1","1","21","n","n","n","a","0","0"
"483","42","2","BNI - I TALENTI","175","CAPITOLO","2018-11","2018-12","1","1","21","n","n","n","n","0","0"
"484","42","3","BNI - MONTESACRO","175","CAPITOLO","2018-11","2019-02","1","1","20","n","n","n","n","0","0"
"485","42","4","BNI - NOMENTUM","175","CAPITOLO","2018-11","2019-09","1","1","10","n","n","n","a","0","0"
"486","42","5","BNI - OTTAVIANO AUGUSTO","175","CORE GROUP","2018-11","2020-05","1","0","15","n","n","n","a","0","0"
"487","42","6","BNI - CAIO GIULIO CESARE","175","CORE GROUP","2018-11","2020-11","1","0","9","n","n","n","a","0","0"
"488","42","7","BNI - SETTEBAGNI","175","PROGETTO","2020-02",,"0","0","0","n","n","n","a","0","0"
"489","41","1","BNI - SALLUSTIO BANDINI - SIENA","176","CAPITOLO","2018-11","2018-12","1","1","26","n","n","n","a","0","0"
"490","41","2","BNI - FRANCIGENA","176","CORE GROUP","2018-11","2020-02","1","0","2","n","n","n","a","0","0"
"491","41","3","BNI - VALDICHIANA","176","CORE GROUP","2019-11","2020-02","1","0","0","n","n","n","a","0","0"
"492","10","12","BNI - AD SEXTUM","13","CORE GROUP","2019-07",,"1","0","0","a","n","n","a","0","0"
"493","13","13","BNI - MILLE","120","CORE GROUP",,"2020-04","0","0","0","a","a","n","a","0","0"
"495","32","2","BNI - THÀMUS","35","CAPITOLO","2019-10","2020-04","1","0","0","p","n","n","a","0","0"
"496","46","1","BNI - ADRIATICO","178","PROGETTO","2020-12","2020-12","0","0","0","n","n","n","a","0","0"
"497","28","6","BNI - INVICTUS","214","CAPITOLO","2019-07","2019-12","1","1","0","a","n","n","a","0","0"
"498","28","7","BNI - LET'S","213","CORE GROUP","2020-01","2020-07","1","0","0","a","n","n","a","0","0"
"499","28","8","BNI - FOLIGNO","213","PROGETTO","2020-06","2021-01","0","0","0","a","n","n","a","0","0"
"500","13","14","BNI - DALMINE","118","PROGETTO","2020-10","2021-04","0","0","0","a","a","n","a","0","0"
"501","39","1","BNI - ASTRA","217","CAPITOLO","2018-11","2018-12","1","1","22","n","n","n","n","0","0"
"502","39","2","BNI - FENICE","217","CAPITOLO","2018-11","2018-12","1","1","43","n","n","n","n","0","0"
"503","39","3","BNI - FUARCE","217","CAPITOLO","2018-10","2018-11","1","1","23","n","n","n","n","0","0"
"504","39","4","BNI - GHEPPIO","217","CAPITOLO","2018-11","2018-12","1","1","28","n","n","n","n","0","0"
"505","39","5","BNI - LEMENE","217","CAPITOLO","2018-11","2018-12","1","1","32","n","n","n","n","0","0"
"506","39","6","BNI - LIVENZA","217","CAPITOLO","2018-11","2018-12","1","1","41","n","n","n","n","0","0"
"507","39","7","BNI - VICTORIA","217","CAPITOLO","2018-11","2018-12","1","1","29","n","n","n","n","0","0"
"508","39","8","BNI - NAONIS","217","CAPITOLO","2019-02","2019-09","1","1","0","n","n","n","n","0","0"
"509","39","9","BNI - PRO FUTURA","217","CAPITOLO","2019-02","2019-09","1","1","0","n","n","n","n","0","0"
"510","39","10","BNI - SAN VITO AL TAGLIMENTO","217","CORE GROUP","2019-11","2020-09","1","0","0","n","n","n","n","0","0"
"511","26","21","BNI - BUSINESS MATCH","225","CORE GROUP","2020-01","2020-06","1","0","0","a","n","n","a","0","0"
"512","26","22","BNI - CAVALIERI","72","PROGETTO","2020-12",,"0","0","0","a","n","n","n","0","0"
"513","22","14","BNI - CARDUCCI","25","PROGETTO","2020-05",,"0","0","0","a","n","n","n","0","0"
"514","15","10","BNI - MEDOACUS","227","CORE GROUP","2019-11",,"1","0","0","n","n","n","p","0","0"
"515","15","11","BNI - EUGANEO","229","PROGETTO","2020-06",,"0","0","0","a","n","n","n","0","0"
"516","27","22","BNI - CAPITALE","94","CAPITOLO",,"2020-02","0","1","0","a","n","n","n","0","0"
"517","12","10","BNI - ZELANTE","15","CORE GROUP","2020-05","2020-12","1","0","0","a","p","n","n","0","0"
"518","12","11","BNI - IL FERRANTE","231","CORE GROUP","2020-05","2020-10","1","0","0","a","p","n","n","0","0"
"519","9","11","BNI - BUONARROTI","136","CORE GROUP","2019-10","2020-07","1","0","0","a","n","n","n","0","0"
"520","32","3","BNI - I CANDELIERI","35","CORE GROUP","2020-06","2020-12","1","0","0","a","n","n","a","0","0"
"521","3","18","BNI - BNI BRERA BUSINESS","179","CORE GROUP","2020-06","2020-10","1","0","0","a","n","n","n","0","0"
"522","3","19","BNI - BNI BRAMANTE","10","CORE GROUP","2020-06","2020-11","1","0","0","a","n","n","n","0","0"
